MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE
161.7311,547.6173,212.2537,0.0059,0.0,0.0058,0.0021,0.0158,0.01,0.1923,0.0173,0.0156,0.0203,0.0159,0.0181,22.3472,0.5595,0.643,-7.2822,0.0847,1.6936,0.2321
162.7507,470.5201,209.9454,0.0125,0.0,0.0046,0.005,0.0083,0.0274,0.1574,0.0231,0.0232,0.0273,0.0472,0.012,19.7004,0.6221,0.6347,-6.5726,0.2899,2.2345,0.1832
111.192,564.9383,212.5896,0.0018,0.0,0.003,0.0029,0.014,0.0336,0.3494,0.0177,0.017,0.0075,0.0174,0.1055,27.0273,0.5787,0.7122,-6.5452,0.28,1.9037,0.2113
226.0569,175.8138,178.6762,0.0034,0.0,0.0022,0.0049,0.0178,0.015,0.3043,0.0229,0.0181,0.0203,0.0212,0.0347,25.6709,0.3876,0.6507,-6.5662,0.1748,2.744,0.1111
218.313,286.877,88.9861,0.0097,0.0,0.0011,0.0041,0.0145,0.0261,0.0982,0.0182,0.0107,0.0248,0.0257,0.0808,26.4655,0.4797,0.6757,-7.3176,0.2147,1.907,0.1654
171.7454,151.5066,184.7481,0.0057,0.0,0.0046,0.0018,0.0165,0.0124,0.3906,0.0136,0.0112,0.026,0.057,0.009,22.0978,0.6544,0.7622,-5.4387,0.0279,1.4539,0.0926
161.6342,191.9404,100.5117,0.0101,0.0,0.0012,0.0015,0.0167,0.0343,0.2618,0.009,0.0191,0.019,0.0247,0.0944,24.97,0.265,0.7829,-5.2208,0.2294,1.8922,0.2289
146.9183,539.9628,138.5299,0.0039,0.0,0.0013,0.0039,0.0029,0.0384,0.1972,0.0054,0.0179,0.0163,0.0146,0.0766,18.9749,0.3655,0.6889,-5.4609,0.1002,1.5897,0.1647
253.6567,583.0589,182.4241,0.013,0.0001,0.0052,0.0022,0.014,0.0377,0.2421,0.0171,0.0089,0.0076,0.03,0.0561,27.7603,0.491,0.748,-7.884,0.2465,2.8815,0.1223
167.4887,347.4674,223.4436,0.0081,0.0,0.0053,0.0014,0.0049,0.0147,0.3287,0.0179,0.0207,0.0239,0.042,0.0406,19.3972,0.4099,0.6443,-5.8216,0.1849,1.9177,0.1541
155.9883,118.7151,167.0315,0.0082,0.0,0.0023,0.0054,0.0147,0.0185,0.094,0.011,0.0067,0.013,0.065,0.0662,18.4059,0.6256,0.7705,-7.663,0.1411,2.7967,0.1968
141.4035,336.9852,171.4528,0.0042,0.0,0.0009,0.0044,0.0127,0.0338,0.264,0.0093,0.0068,0.0265,0.0566,0.102,22.1321,0.4427,0.651,-5.5914,0.062,1.7393,0.1543
242.4849,364.3642,179.1872,0.0034,0.0001,0.0037,0.0053,0.0095,0.0096,0.3538,0.0156,0.0097,0.009,0.0495,0.082,26.3154,0.3249,0.7665,-7.8763,0.0793,2.6419,0.1801
165.7674,261.9531,135.461,0.0056,0.0,0.0057,0.0016,0.0142,0.0323,0.2613,0.018,0.0146,0.0254,0.0289,0.0682,22.1323,0.5429,0.639,-6.5781,0.2229,1.9906,0.103
252.4042,221.3949,101.1655,0.0131,0.0,0.0053,0.0056,0.015,0.0127,0.3027,0.0135,0.0088,0.0232,0.0693,0.0148,21.1659,0.2728,0.7725,-6.2535,0.0735,2.6551,0.1765
207.1018,374.5153,130.866,0.0078,0.0001,0.0051,0.0029,0.0034,0.0249,0.3364,0.0082,0.0114,0.0112,0.0215,0.0957,30.2842,0.5465,0.7765,-7.4258,0.2017,1.7185,0.1744
153.4305,209.6753,144.63,0.0083,0.0,0.002,0.0032,0.0092,0.0219,0.1378,0.0098,0.0154,0.0245,0.0545,0.0504,22.9776,0.3957,0.7622,-7.7895,0.1432,2.8675,0.1269
136.3288,280.7878,201.4011,0.0022,0.0,0.0062,0.0018,0.0183,0.0374,0.1098,0.0075,0.0148,0.0181,0.045,0.0335,31.5009,0.5507,0.6744,-6.4717,0.124,1.9073,0.1765
259.2597,513.7208,105.5177,0.0046,0.0,0.0042,0.0019,0.0159,0.0345,0.3415,0.0118,0.0063,0.0174,0.0222,0.0425,24.3776,0.6238,0.7143,-6.7434,0.2583,2.4193,0.1869
252.2383,484.5572,88.2508,0.0107,0.0001,0.0024,0.005,0.0134,0.0156,0.2804,0.016,0.0066,0.014,0.0337,0.0771,31.1328,0.4989,0.6846,-7.391,0.0891,2.4899,0.0577
126.0477,566.3016,206.4704,0.0026,0.0,0.0042,0.0044,0.0096,0.0164,0.2454,0.0158,0.0233,0.0129,0.0271,0.0375,21.4541,0.3651,0.6876,-7.0739,0.1503,2.0438,0.0523
230.286,291.9292,118.2955,0.0084,0.0,0.0038,0.0047,0.0168,0.0133,0.1591,0.0199,0.0066,0.0233,0.0401,0.0956,27.9846,0.5759,0.7074,-5.7575,0.1656,2.107,0.0752
252.9056,475.0125,89.7524,0.0028,0.0001,0.0044,0.0052,0.0064,0.0337,0.1079,0.0128,0.0162,0.0233,0.0551,0.0863,25.1209,0.2827,0.7721,-6.5957,0.0688,2.1427,0.2438
218.1235,526.4219,146.6388,0.0066,0.0001,0.0061,0.0037,0.0153,0.0274,0.1569,0.0231,0.0142,0.0227,0.0413,0.0802,25.5089,0.5418,0.7706,-6.207,0.0891,2.5757,0.1032
175.8691,464.3218,169.347,0.0118,0.0001,0.0039,0.0024,0.0049,0.0143,0.388,0.0078,0.0237,0.023,0.0595,0.0132,21.1366,0.6137,0.644,-6.2955,0.189,2.8423,0.1072
204.427,426.4064,166.8202,0.009,0.0001,0.0043,0.0022,0.0059,0.0096,0.101,0.0093,0.0198,0.0144,0.0555,0.0274,21.1331,0.5169,0.6444,-6.7123,0.2346,2.5006,0.1395
238.1061,381.7874,74.64,0.0042,0.0001,0.0052,0.0025,0.0149,0.0237,0.2746,0.0189,0.0085,0.0175,0.0597,0.0972,32.7243,0.6557,0.777,-7.9261,0.0317,1.6911,0.2423
222.0547,434.7544,198.7668,0.0133,0.0,0.0053,0.0034,0.0128,0.0098,0.2838,0.0102,0.0231,0.0252,0.0446,0.1039,28.1652,0.2993,0.7104,-7.7231,0.0418,2.2978,0.1535
122.2818,513.9512,214.7696,0.0023,0.0001,0.0054,0.0055,0.0129,0.0243,0.0966,0.0068,0.009,0.0115,0.054,0.0239,32.7089,0.5178,0.7331,-7.8266,0.1168,1.6945,0.0766
193.6941,388.5179,124.9575,0.0109,0.0001,0.0015,0.0034,0.0075,0.0254,0.3968,0.0199,0.0077,0.0258,0.0387,0.0454,28.3439,0.5634,0.7331,-5.4564,0.1405,2.7099,0.1139
138.9286,156.6091,158.9772,0.0059,0.0,0.0059,0.0051,0.0067,0.0303,0.1176,0.0088,0.024,0.0132,0.0187,0.0982,24.2351,0.5514,0.7337,-7.6629,0.1278,2.8589,0.1027
224.7305,287.4677,152.4511,0.0065,0.0001,0.0014,0.0048,0.0142,0.0325,0.1914,0.0171,0.0164,0.0256,0.0569,0.102,27.664,0.5878,0.6457,-5.7962,0.2823,1.6258,0.1024
157.6306,509.7075,116.6879,0.0023,0.0,0.0019,0.0049,0.008,0.0232,0.3646,0.0084,0.0081,0.008,0.0258,0.0016,19.335,0.4586,0.708,-6.4862,0.0904,1.7825,0.2034
127.4976,224.3672,202.3462,0.0094,0.0001,0.006,0.0023,0.0125,0.0137,0.3576,0.0198,0.0061,0.009,0.0331,0.0721,29.9831,0.3121,0.6983,-7.0745,0.2757,2.0586,0.1311
175.5981,376.9786,104.3307,0.0053,0.0001,0.0018,0.0014,0.0096,0.0366,0.159,0.0211,0.0152,0.0118,0.057,0.0465,19.4897,0.474,0.7476,-6.7631,0.0886,2.7107,0.1699
136.1339,274.01,111.8987,0.0114,0.0,0.0051,0.0039,0.0149,0.0201,0.3647,0.0122,0.0191,0.0223,0.0413,0.0295,25.6927,0.6127,0.6548,-7.9184,0.2288,2.8467,0.2512
145.8273,241.484,76.3135,0.0036,0.0,0.0039,0.0021,0.0129,0.0234,0.3594,0.016,0.0212,0.0123,0.0538,0.0751,32.2116,0.5234,0.7711,-5.7611,0.1637,2.3532,0.1339
114.8986,156.7694,120.8555,0.0043,0.0,0.0018,0.0028,0.0166,0.032,0.2235,0.0126,0.0211,0.0251,0.0369,0.1008,23.9925,0.4707,0.6696,-7.011,0.0847,1.4333,0.2326
188.2744,580.7797,106.7179,0.0019,0.0,0.003,0.0029,0.0127,0.0194,0.173,0.0069,0.0075,0.027,0.0207,0.066,24.2917,0.4421,0.7194,-7.5986,0.2838,1.5639,0.1326
119.6426,571.6964,138.5204,0.0093,0.0,0.0023,0.0038,0.0157,0.0329,0.3377,0.0093,0.0164,0.0234,0.0162,0.0571,30.9208,0.5039,0.747,-6.3674,0.1714,1.9221,0.0524
168.8462,377.4265,233.9455,0.0051,0.0001,0.0056,0.0015,0.0164,0.0109,0.3658,0.0063,0.0193,0.0175,0.0191,0.0756,25.904,0.3928,0.6393,-5.2052,0.258,2.2964,0.1104
114.4155,572.1428,137.2415,0.0056,0.0,0.0014,0.0012,0.0092,0.0204,0.2324,0.0071,0.0181,0.0111,0.0627,0.0716,25.922,0.3233,0.7417,-6.3329,0.0707,1.7419,0.2389
134.954,139.165,228.5433,0.0123,0.0001,0.0062,0.0013,0.0122,0.0097,0.2415,0.0145,0.0117,0.0123,0.0175,0.104,23.8613,0.3923,0.6937,-7.7577,0.0578,1.5727,0.2444
251.2189,361.2901,120.0495,0.0036,0.0,0.0059,0.0036,0.0133,0.033,0.2496,0.0157,0.0239,0.0075,0.0246,0.0871,19.7184,0.5061,0.6756,-6.751,0.0485,2.7882,0.1924
217.6982,406.7915,232.3435,0.0068,0.0,0.0042,0.0044,0.0059,0.0157,0.2707,0.0147,0.0168,0.0119,0.07,0.0909,26.126,0.2761,0.7223,-7.0768,0.2357,2.1286,0.1544
131.3184,131.7935,142.4579,0.0049,0.0,0.0055,0.0031,0.0116,0.0264,0.3126,0.0146,0.0249,0.0192,0.0416,0.0265,26.011,0.5718,0.6498,-7.2951,0.2313,2.6731,0.138
172.1908,307.66,132.0333,0.002,0.0001,0.0013,0.0041,0.0156,0.0146,0.1725,0.005,0.0102,0.0114,0.0539,0.0166,18.7474,0.3858,0.6823,-7.0445,0.082,1.9952,0.0459
132.0132,208.4831,81.3101,0.0117,0.0,0.0041,0.0027,0.0127,0.0208,0.3138,0.0115,0.0191,0.0098,0.0271,0.0617,23.4795,0.3158,0.6902,-6.8831,0.0711,1.8788,0.1654
234.6083,296.7379,152.4343,0.0106,0.0,0.0038,0.0019,0.0183,0.0158,0.1867,0.007,0.0072,0.0078,0.0191,0.0548,20.1956,0.552,0.6637,-6.5203,0.2364,1.9168,0.121
239.6157,500.7235,130.7062,0.005,0.0001,0.0026,0.0055,0.0117,0.0149,0.2539,0.0103,0.0088,0.0072,0.0378,0.0293,25.0564,0.5805,0.6865,-7.8056,0.2646,2.1096,0.0952
170.3951,586.0889,227.344,0.0109,0.0,0.0025,0.0043,0.0091,0.0341,0.2631,0.0192,0.0132,0.0231,0.0644,0.026,26.9439,0.4925,0.7357,-5.4796,0.1846,1.9541,0.1371
236.0186,407.6503,230.2121,0.0029,0.0001,0.002,0.0022,0.0185,0.0116,0.1676,0.0094,0.0214,0.0106,0.0316,0.0775,23.7976,0.4164,0.6509,-5.2869,0.0463,2.7453,0.0616
151.6394,501.0355,190.9594,0.0128,0.0001,0.0062,0.0032,0.0124,0.0177,0.3301,0.0054,0.0191,0.0117,0.0175,0.1038,21.7464,0.4286,0.6603,-5.5924,0.1673,1.5366,0.2393
245.2153,508.7532,237.0606,0.0103,0.0001,0.0015,0.0021,0.0062,0.0274,0.3689,0.0092,0.0138,0.0086,0.0601,0.0387,28.8872,0.3617,0.7014,-6.4021,0.1611,2.8272,0.2243
168.7109,279.8087,207.9815,0.0097,0.0,0.0015,0.0013,0.012,0.0163,0.2223,0.0187,0.0148,0.0234,0.0428,0.0055,31.4167,0.4749,0.7072,-7.5226,0.1787,2.4215,0.211
169.7497,211.1009,75.2766,0.01,0.0,0.0022,0.0034,0.0169,0.0359,0.1368,0.0174,0.01,0.0166,0.0378,0.0224,26.7811,0.3469,0.6782,-7.2561,0.0296,2.8268,0.2345
249.7045,417.345,134.697,0.0114,0.0001,0.0056,0.0016,0.008,0.0391,0.1174,0.0056,0.009,0.0109,0.0597,0.0759,25.671,0.5036,0.6296,-6.389,0.2138,2.438,0.0615
206.0391,358.9399,116.3645,0.0059,0.0001,0.0031,0.0026,0.0054,0.0157,0.2023,0.0233,0.0146,0.0087,0.0231,0.0132,20.8931,0.3405,0.7529,-5.4568,0.2534,2.2711,0.2146
259.8476,170.3859,179.5118,0.0073,0.0,0.0031,0.0038,0.0128,0.0214,0.3178,0.0087,0.0113,0.0207,0.0171,0.0597,21.7936,0.2896,0.7466,-6.1176,0.0406,2.7465,0.0728
257.4264,381.8682,154.2018,0.0048,0.0,0.0044,0.0051,0.0105,0.0342,0.2238,0.0166,0.0109,0.0155,0.0508,0.0972,23.9277,0.4644,0.742,-5.9569,0.1986,1.6579,0.1334
213.6405,237.6671,113.4,0.0114,0.0001,0.0016,0.0029,0.0142,0.0111,0.3411,0.022,0.0241,0.0102,0.0402,0.034,23.9852,0.2711,0.6529,-7.2196,0.2739,1.5063,0.1923
257.968,391.9854,165.6672,0.0101,0.0001,0.002,0.0046,0.0051,0.0374,0.11,0.0193,0.0105,0.0218,0.0431,0.0673,22.4037,0.3101,0.6699,-6.0599,0.2745,1.5408,0.1133
143.3976,175.07,144.8284,0.0058,0.0,0.0031,0.002,0.0072,0.031,0.2731,0.0114,0.0179,0.0208,0.0551,0.0521,24.965,0.656,0.6346,-6.1148,0.0515,1.5631,0.1807
149.6103,590.0166,195.7077,0.0092,0.0,0.0022,0.0042,0.0038,0.0109,0.3889,0.0131,0.017,0.0082,0.0368,0.0289,18.8812,0.531,0.6613,-6.2306,0.0887,2.6533,0.1651
160.1545,312.9073,234.5132,0.0024,0.0001,0.0011,0.004,0.0153,0.0104,0.2797,0.0097,0.0083,0.0213,0.041,0.0438,20.9585,0.4117,0.6983,-6.961,0.0941,1.5769,0.0581
207.0352,443.5766,137.7855,0.0074,0.0001,0.0011,0.0028,0.0036,0.0188,0.2255,0.0095,0.0204,0.0253,0.0646,0.0358,24.3164,0.372,0.6428,-7.6304,0.125,2.4977,0.1297
127.4987,309.4394,77.5883,0.0021,0.0001,0.005,0.0043,0.0104,0.0112,0.1589,0.0151,0.0117,0.0151,0.0341,0.0122,21.7373,0.401,0.7543,-5.9682,0.0249,2.7446,0.0622
206.5042,427.7186,114.2116,0.0054,0.0001,0.0021,0.0048,0.0093,0.0382,0.1193,0.0108,0.0079,0.0208,0.0603,0.0077,29.6706,0.6141,0.6583,-6.7638,0.242,1.9727,0.0679
180.5072,220.3105,136.0621,0.0073,0.0001,0.0042,0.0024,0.011,0.0153,0.1789,0.0118,0.0191,0.0086,0.0588,0.004,32.1634,0.3527,0.6706,-5.6573,0.0556,2.1716,0.2047
117.0055,198.2144,117.904,0.0116,0.0,0.0013,0.0042,0.0176,0.0256,0.3841,0.0064,0.0187,0.0096,0.055,0.082,19.9109,0.5328,0.7259,-6.1225,0.2305,2.525,0.1503
199.0702,317.2405,163.749,0.0036,0.0,0.0034,0.0049,0.0033,0.0252,0.1733,0.0141,0.0141,0.0092,0.0264,0.0317,19.3117,0.3761,0.702,-6.3807,0.1705,2.3144,0.1866
222.9655,213.6361,138.5234,0.006,0.0,0.0043,0.0056,0.0164,0.0368,0.115,0.0138,0.0138,0.0109,0.0454,0.0256,27.1143,0.6161,0.6524,-5.658,0.2349,1.498,0.1586
225.1119,345.74,177.9767,0.0036,0.0001,0.0027,0.0031,0.0152,0.012,0.2522,0.0166,0.0127,0.0122,0.0435,0.0234,31.1198,0.3651,0.7768,-6.2775,0.118,1.5115,0.0474
209.1634,363.5919,210.7388,0.0085,0.0001,0.0053,0.0031,0.0117,0.0271,0.1485,0.0058,0.008,0.0217,0.0586,0.0035,21.3647,0.6602,0.7515,-7.2498,0.2324,2.5327,0.2447
211.1789,233.1776,161.256,0.0125,0.0,0.0023,0.0052,0.0076,0.0174,0.1191,0.019,0.0204,0.0258,0.0225,0.0248,31.5547,0.3437,0.7849,-6.2144,0.0676,1.9464,0.2454
141.8139,464.369,143.0189,0.0075,0.0,0.003,0.0015,0.0099,0.021,0.3793,0.0145,0.0124,0.0096,0.0504,0.0238,22.2259,0.5808,0.7135,-5.3479,0.1044,2.2772,0.0558
186.2257,202.7626,135.2433,0.0062,0.0001,0.0019,0.0053,0.0042,0.035,0.3333,0.0159,0.0096,0.0162,0.0509,0.0938,24.5014,0.5051,0.6414,-5.6453,0.0631,2.2901,0.1526
214.8147,294.705,208.1349,0.0098,0.0,0.0026,0.0021,0.0156,0.0165,0.1675,0.0142,0.0181,0.0085,0.0606,0.0334,24.4027,0.4131,0.6515,-7.4868,0.2735,2.0173,0.1046
148.3214,517.3248,234.7008,0.0095,0.0001,0.0034,0.0048,0.0186,0.0126,0.16,0.0152,0.0197,0.0129,0.0689,0.0625,24.2834,0.4646,0.6501,-5.6163,0.2359,1.6854,0.0951
244.0245,513.0448,160.1551,0.0132,0.0,0.0059,0.0031,0.0084,0.0225,0.1237,0.0231,0.0159,0.0209,0.0623,0.1038,25.622,0.58,0.6723,-5.6447,0.0588,2.745,0.0492
258.3341,205.2068,113.3642,0.0058,0.0001,0.0023,0.0029,0.015,0.0351,0.1379,0.0056,0.0154,0.0116,0.0278,0.0548,31.6616,0.5778,0.7735,-6.941,0.1401,1.8976,0.0839
210.4911,311.5537,151.5036,0.003,0.0,0.0059,0.0055,0.0074,0.0344,0.2303,0.0161,0.017,0.0088,0.0167,0.0327,21.3042,0.4628,0.7511,-7.2203,0.2458,1.6097,0.089
128.7016,117.4605,196.7927,0.0103,0.0001,0.0044,0.0021,0.017,0.0155,0.2142,0.0104,0.0157,0.0128,0.0684,0.0551,22.6706,0.5638,0.7045,-6.843,0.1441,2.0568,0.1757
232.9727,315.0775,79.6313,0.0117,0.0,0.0028,0.0031,0.017,0.0131,0.3906,0.0211,0.0164,0.0184,0.0496,0.0497,18.6473,0.5271,0.7838,-5.2927,0.2864,2.0766,0.2056
157.2109,401.2654,225.4549,0.0051,0.0,0.0034,0.0033,0.0167,0.0332,0.3908,0.016,0.0215,0.0101,0.0271,0.0063,23.311,0.4375,0.6735,-5.3666,0.2525,2.4746,0.1129
244.2973,431.6578,223.2919,0.0115,0.0,0.0057,0.0054,0.009,0.0312,0.3136,0.0158,0.0171,0.015,0.0173,0.0989,19.1387,0.6461,0.7577,-7.3265,0.1252,2.3176,0.1235
135.3309,447.5159,219.1424,0.002,0.0001,0.0013,0.0056,0.0043,0.011,0.2044,0.0116,0.0177,0.0088,0.027,0.0868,20.0711,0.4802,0.647,-7.5691,0.1207,2.8099,0.1184
110.9706,444.6287,231.9669,0.0036,0.0,0.0054,0.0032,0.014,0.0373,0.1073,0.016,0.0083,0.0158,0.0502,0.0992,26.6883,0.2811,0.6445,-6.0831,0.0284,2.0025,0.1084
229.1876,232.211,92.6485,0.0086,0.0001,0.0014,0.0016,0.0142,0.017,0.116,0.0157,0.0062,0.0104,0.0427,0.0626,32.4972,0.2991,0.673,-7.8495,0.2539,2.0374,0.0587
153.9836,453.3052,172.7464,0.0045,0.0001,0.0021,0.0031,0.006,0.0153,0.336,0.0204,0.0117,0.0073,0.0362,0.0016,31.1212,0.4171,0.7796,-6.1294,0.2158,1.8653,0.0692
118.5148,145.9131,117.3437,0.0034,0.0001,0.0031,0.0029,0.0053,0.0361,0.3204,0.0206,0.0127,0.0222,0.0583,0.003,28.8071,0.3378,0.7648,-6.8798,0.0472,2.546,0.1022
120.8563,330.4047,85.2794,0.0078,0.0,0.0043,0.0041,0.0095,0.0305,0.2024,0.013,0.0129,0.0099,0.0206,0.0295,23.8588,0.4252,0.6807,-5.4606,0.2487,2.8717,0.2511
208.6569,529.2213,96.8866,0.0019,0.0,0.0028,0.0027,0.0125,0.0402,0.2072,0.0167,0.0203,0.0179,0.0271,0.1019,21.6221,0.3697,0.6369,-5.3732,0.0273,2.7087,0.1402
195.356,323.715,181.7477,0.0059,0.0001,0.0025,0.0034,0.0106,0.0257,0.2213,0.0099,0.0109,0.0172,0.0565,0.0815,22.9471,0.3263,0.6587,-6.637,0.2374,2.8332,0.1936
244.0682,412.7855,130.4147,0.0136,0.0,0.0013,0.0026,0.0041,0.0329,0.2468,0.0139,0.0124,0.0249,0.0145,0.0437,17.9543,0.5531,0.7618,-7.3999,0.0492,2.6995,0.2113
117.5957,149.0714,107.8103,0.0133,0.0,0.0039,0.0035,0.0121,0.0136,0.3388,0.0096,0.0211,0.0128,0.0279,0.0369,18.0134,0.5985,0.6369,-5.4908,0.2194,1.8793,0.2249
153.1436,298.7305,113.4821,0.0118,0.0,0.0032,0.0048,0.007,0.0392,0.3825,0.0183,0.0191,0.0187,0.0511,0.0124,26.2946,0.3332,0.7737,-5.365,0.2419,2.0035,0.1204
214.3258,495.1495,87.7942,0.0029,0.0001,0.0036,0.0038,0.0043,0.0134,0.3238,0.0083,0.0223,0.0253,0.0532,0.0951,28.4156,0.594,0.7152,-7.886,0.0173,1.6462,0.1264
212.2901,215.9612,85.9258,0.0128,0.0001,0.0057,0.0038,0.0083,0.0173,0.3917,0.0149,0.0218,0.0084,0.0201,0.0297,21.6253,0.5673,0.6728,-6.9347,0.21,1.9764,0.0806
191.8712,422.7456,90.1049,0.0064,0.0,0.0021,0.0037,0.0091,0.0165,0.2347,0.0102,0.0076,0.0262,0.0259,0.0169,26.0069,0.4571,0.6642,-7.594,0.2654,1.986,0.1097
195.5617,382.0782,189.4473,0.0041,0.0,0.0026,0.0047,0.0097,0.0143,0.0873,0.0108,0.0205,0.0179,0.041,0.0492,20.692,0.4352,0.7087,-5.442,0.0079,1.9376,0.1131
150.6125,304.2458,164.3751,0.0055,0.0001,0.0034,0.0033,0.0183,0.0278,0.3397,0.0162,0.0145,0.0117,0.0307,0.0088,24.8001,0.396,0.7539,-7.1256,0.0116,1.5378,0.1487
142.8743,202.5634,86.6013,0.0118,0.0001,0.0009,0.0044,0.0039,0.0192,0.1926,0.0114,0.0224,0.023,0.06,0.0614,20.813,0.6607,0.697,-7.7273,0.2617,1.469,0.0488
136.7059,199.7109,108.8577,0.009,0.0001,0.0012,0.0034,0.015,0.0376,0.3474,0.0189,0.024,0.0107,0.0193,0.0527,26.981,0.4711,0.7676,-6.803,0.1682,1.7478,0.2263
216.6754,454.0257,135.9918,0.0126,0.0,0.0032,0.003,0.0104,0.0277,0.3431,0.0158,0.0144,0.0141,0.0295,0.0855,20.8308,0.5643,0.629,-7.479,0.2325,2.1734,0.0988
218.1473,358.1569,230.0356,0.0101,0.0,0.0025,0.0015,0.0118,0.018,0.1264,0.0144,0.0218,0.0269,0.0644,0.0995,29.0555,0.6438,0.7848,-7.1819,0.1725,2.5023,0.1435
215.4251,274.5483,139.2018,0.0107,0.0,0.0029,0.0051,0.0149,0.0159,0.1432,0.0105,0.0225,0.0163,0.0454,0.0015,25.0392,0.4338,0.763,-7.6709,0.2553,2.1383,0.1878
248.0578,381.9557,228.6739,0.0125,0.0001,0.0057,0.0052,0.012,0.0391,0.1835,0.0122,0.0126,0.0098,0.0403,0.0022,21.6632,0.2925,0.6486,-6.3526,0.1224,1.4951,0.2342
145.4376,208.0169,146.4951,0.005,0.0,0.005,0.0044,0.0137,0.0192,0.3787,0.0122,0.0084,0.0093,0.0538,0.0255,32.1352,0.6176,0.6421,-6.9826,0.2625,1.9314,0.1293
125.5284,301.2577,78.0896,0.0045,0.0,0.0036,0.0038,0.0068,0.0167,0.3094,0.0082,0.009,0.0216,0.0608,0.043,28.014,0.5114,0.6308,-7.4558,0.1814,2.3769,0.228
224.3065,257.5175,84.6258,0.0027,0.0,0.006,0.0056,0.0056,0.0212,0.3817,0.0161,0.0137,0.0251,0.0635,0.0788,19.4302,0.6032,0.7665,-7.9118,0.0265,2.3811,0.1067
182.3772,317.0123,77.4288,0.0081,0.0001,0.0018,0.0034,0.0121,0.0103,0.3299,0.0049,0.0173,0.0204,0.036,0.0765,24.5783,0.4464,0.7204,-7.5882,0.0983,2.6342,0.0552
155.6367,496.9886,103.2302,0.0034,0.0,0.0017,0.0024,0.0137,0.0356,0.1451,0.0059,0.0073,0.0099,0.0354,0.0682,32.6694,0.293,0.7408,-5.9842,0.0409,1.9595,0.0795
229.262,301.6638,213.5653,0.0114,0.0001,0.0021,0.0032,0.0158,0.0299,0.3856,0.0187,0.0075,0.0131,0.015,0.0595,30.9059,0.4324,0.727,-5.5393,0.2153,1.6742,0.098
147.4234,168.6518,183.1379,0.0117,0.0001,0.0022,0.0044,0.0088,0.0235,0.2362,0.017,0.0169,0.027,0.0641,0.0858,29.2726,0.4288,0.7704,-6.4654,0.0293,1.5418,0.0677
220.2203,360.138,206.1251,0.0125,0.0,0.0041,0.0012,0.0031,0.0135,0.3605,0.0182,0.0204,0.012,0.0196,0.0876,24.4588,0.273,0.7606,-6.3638,0.1372,1.96,0.226
254.0706,515.4905,111.3804,0.0092,0.0,0.004,0.0034,0.005,0.0274,0.2919,0.0138,0.0225,0.0223,0.0187,0.0385,24.1696,0.4082,0.7457,-5.8907,0.0173,2.8049,0.069
158.6771,422.6281,142.0851,0.0028,0.0,0.0028,0.0036,0.0177,0.0201,0.2713,0.0175,0.0176,0.0085,0.0617,0.071,23.1164,0.284,0.6432,-7.9482,0.0235,2.4027,0.1005
116.7134,349.4966,114.7274,0.0108,0.0001,0.0033,0.0056,0.0067,0.035,0.3003,0.0093,0.008,0.0099,0.0493,0.0729,30.8203,0.5636,0.7293,-5.4361,0.2821,2.462,0.2255
167.7266,566.3074,231.1723,0.0135,0.0,0.0053,0.0023,0.0038,0.0134,0.2501,0.0172,0.0147,0.0243,0.0627,0.0102,20.8838,0.2566,0.7176,-6.7501,0.1639,2.8605,0.2188
236.3326,349.0977,237.2377,0.0109,0.0001,0.0014,0.0045,0.0142,0.0325,0.2092,0.0212,0.0188,0.0246,0.0587,0.0166,27.6895,0.3402,0.6766,-7.1387,0.1709,2.589,0.0465
158.6427,502.5537,131.3078,0.0079,0.0001,0.0033,0.0016,0.0162,0.0302,0.1738,0.0142,0.0151,0.0244,0.0434,0.0168,19.1856,0.5299,0.6411,-7.8794,0.0529,2.824,0.0833
200.427,175.4675,76.9735,0.0092,0.0,0.0046,0.0029,0.0055,0.0125,0.1094,0.0168,0.0101,0.0111,0.065,0.0542,20.8498,0.2865,0.7389,-5.6321,0.2779,1.5783,0.0995
173.8664,556.1462,200.9464,0.0093,0.0001,0.0046,0.0034,0.012,0.0323,0.3431,0.0049,0.014,0.0213,0.0499,0.0914,28.2858,0.4884,0.662,-7.813,0.1335,2.1379,0.1435
206.5006,353.8658,140.3121,0.012,0.0,0.0049,0.0034,0.0065,0.02,0.3329,0.0086,0.014,0.0075,0.0446,0.0248,20.0388,0.4203,0.694,-7.4909,0.0787,2.1784,0.1012
113.2187,359.3459,205.7795,0.0098,0.0,0.004,0.0055,0.0077,0.0256,0.2469,0.0208,0.0163,0.0164,0.0435,0.0283,28.1863,0.5908,0.7751,-6.6795,0.1619,1.8683,0.2084
173.135,516.4268,128.3829,0.0056,0.0,0.0018,0.0037,0.0042,0.0378,0.4043,0.0164,0.0135,0.0132,0.0586,0.0219,29.7145,0.6055,0.7825,-7.9448,0.1979,2.878,0.2039
